PHA.PA,Pharmagest Interactive SA,1,1,0.1
7833.PA,CCA International,1,1,0.1
LAF.PA,Lafuma SA,1,1,0.1
KMU.PA,Klemurs Sa,1,1,0.1
MCLC.PA,Mecelec SA,1,1,0.1
PHY.PA,Ales Groupe SA,1,1,0.1
FLE.PA,Fleury Michon SA,1,1,0.1
MLEVE.PA,Everset,1,1,0.1
MLFXO.PA,FINAXO ENVIRON. N,1,1,0.1
MLLOI.PA,Locasystem Intl,1,1,0.1
MLTFL.PA,Thomas Fleurs,1,1,0.1
ALDIE.PA,Dietswell SA,1,1,0.1
ALLOG.PA,Logic Instrument,1,1,0.1
MLGEO.PA,GEOREX N REGR.,1,1,0.1
EHO.PA,Epi,1,1,0.1
SABE.PA,Sabeton SA,1,1,0.1
MLBAT.PA,BATLA MINERALS,1,1,0.1
GANT.PA,Gantois,1,1,0.1
CRTO.PA,Cred Ag De La Touraine et Du Poitou,1,1,0.1
MLNMA.PA,NICOLA MIGUET REGPT,1,1,0.1
GBT.PA,Guerbet SA,1,1,0.1
FPF.PA,Fonciere Paris-France,1,1,0.1
ALAUT.PA,Auto Escape,1,1,0.1
MBRE.PA,MB Retail Europe,1,1,0.1
ALFPC.PA,FOUNTAINE PAJOT,1,1,0.1
BI.PA,Gascogne,1,1,0.1
ALSAS.PA,Stradim Espace Finances SA,1,1,0.1
MDG.PA,MaKheiA Group,1,1,0.1
PSB.PA,PSB Industries SA,1,1,0.1
BLOI.PA,Bernard Loiseau SA,1,1,0.1
